0	0	0	0 	0 	0 
256	0	0	256 	0 	0 
512	0	0	512 	0 	0 
768	0	0	768 	0 	0 
1024	0	0	1024 	0 	0 
1280	0	0	1280 	0 	0 
1536	0	0	1536 	0 	0 
1792	0	0	1792 	0 	0 
2048	0	0	2048 	0 	0 
2303	0	0	2303 	0 	0 
2559	0	0	2559 	0 	0 
2815	0	0	2815 	0 	0 
3071	0	0	3071 	0 	0 
3327	0	0	3327 	0 	0 
3583	0	0	3583 	0 	0 
3839	0	0	3839 	0 	0 
4095	0	0	4095 	0 	0 
0	256	0	0 	252 	0 
256	256	0	256 	252 	0 
512	256	0	512 	252 	0 
768	256	0	768 	252 	0 
1024	256	0	1024 	252 	0 
1280	256	0	1280 	252 	0 
1536	256	0	1536 	252 	0 
1792	256	0	1792 	252 	0 
2048	256	0	2048 	252 	0 
2303	256	0	2303 	252 	0 
2559	256	0	2559 	252 	0 
2815	256	0	2815 	252 	0 
3071	256	0	3071 	252 	0 
3327	256	0	3327 	252 	0 
3583	256	0	3583 	252 	0 
3839	256	0	3839 	252 	0 
4095	256	0	4095 	252 	0 
0	512	0	0 	505 	0 
256	512	0	256 	505 	0 
512	512	0	512 	505 	0 
768	512	0	768 	505 	0 
1024	512	0	1024 	505 	0 
1280	512	0	1280 	505 	0 
1536	512	0	1536 	505 	0 
1792	512	0	1792 	505 	0 
2048	512	0	2048 	505 	0 
2303	512	0	2303 	505 	0 
2559	512	0	2559 	505 	0 
2815	512	0	2815 	505 	0 
3071	512	0	3071 	505 	0 
3327	512	0	3327 	505 	0 
3583	512	0	3583 	505 	0 
3839	512	0	3839 	505 	0 
4095	512	0	4095 	505 	0 
0	768	0	0 	757 	0 
256	768	0	256 	757 	0 
512	768	0	512 	757 	0 
768	768	0	768 	757 	0 
1024	768	0	1024 	757 	0 
1280	768	0	1280 	757 	0 
1536	768	0	1536 	757 	0 
1792	768	0	1792 	757 	0 
2048	768	0	2048 	757 	0 
2303	768	0	2303 	757 	0 
2559	768	0	2559 	757 	0 
2815	768	0	2815 	757 	0 
3071	768	0	3071 	757 	0 
3327	768	0	3327 	757 	0 
3583	768	0	3583 	757 	0 
3839	768	0	3839 	757 	0 
4095	768	0	4095 	757 	0 
0	1024	0	0 	1009 	0 
256	1024	0	256 	1009 	0 
512	1024	0	512 	1009 	0 
768	1024	0	768 	1009 	0 
1024	1024	0	1024 	1009 	0 
1280	1024	0	1280 	1009 	0 
1536	1024	0	1536 	1009 	0 
1792	1024	0	1792 	1009 	0 
2048	1024	0	2048 	1009 	0 
2303	1024	0	2303 	1009 	0 
2559	1024	0	2559 	1009 	0 
2815	1024	0	2815 	1009 	0 
3071	1024	0	3071 	1009 	0 
3327	1024	0	3327 	1009 	0 
3583	1024	0	3583 	1009 	0 
3839	1024	0	3839 	1009 	0 
4095	1024	0	4095 	1009 	0 
0	1280	0	0 	1262 	0 
256	1280	0	256 	1262 	0 
512	1280	0	512 	1262 	0 
768	1280	0	768 	1262 	0 
1024	1280	0	1024 	1262 	0 
1280	1280	0	1280 	1262 	0 
1536	1280	0	1536 	1262 	0 
1792	1280	0	1792 	1262 	0 
2048	1280	0	2048 	1262 	0 
2303	1280	0	2303 	1262 	0 
2559	1280	0	2559 	1262 	0 
2815	1280	0	2815 	1262 	0 
3071	1280	0	3071 	1262 	0 
3327	1280	0	3327 	1262 	0 
3583	1280	0	3583 	1262 	0 
3839	1280	0	3839 	1262 	0 
4095	1280	0	4095 	1262 	0 
0	1536	0	0 	1514 	0 
256	1536	0	256 	1514 	0 
512	1536	0	512 	1514 	0 
768	1536	0	768 	1514 	0 
1024	1536	0	1024 	1514 	0 
1280	1536	0	1280 	1514 	0 
1536	1536	0	1536 	1514 	0 
1792	1536	0	1792 	1514 	0 
2048	1536	0	2048 	1514 	0 
2303	1536	0	2303 	1514 	0 
2559	1536	0	2559 	1514 	0 
2815	1536	0	2815 	1514 	0 
3071	1536	0	3071 	1514 	0 
3327	1536	0	3327 	1514 	0 
3583	1536	0	3583 	1514 	0 
3839	1536	0	3839 	1514 	0 
4095	1536	0	4095 	1514 	0 
0	1792	0	0 	1766 	0 
256	1792	0	256 	1766 	0 
512	1792	0	512 	1766 	0 
768	1792	0	768 	1766 	0 
1024	1792	0	1024 	1766 	0 
1280	1792	0	1280 	1766 	0 
1536	1792	0	1536 	1766 	0 
1792	1792	0	1792 	1766 	0 
2048	1792	0	2048 	1766 	0 
2303	1792	0	2303 	1766 	0 
2559	1792	0	2559 	1766 	0 
2815	1792	0	2815 	1766 	0 
3071	1792	0	3071 	1766 	0 
3327	1792	0	3327 	1766 	0 
3583	1792	0	3583 	1766 	0 
3839	1792	0	3839 	1766 	0 
4095	1792	0	4095 	1766 	0 
0	2048	0	0 	2019 	0 
256	2048	0	256 	2019 	0 
512	2048	0	512 	2019 	0 
768	2048	0	768 	2019 	0 
1024	2048	0	1024 	2019 	0 
1280	2048	0	1280 	2019 	0 
1536	2048	0	1536 	2019 	0 
1792	2048	0	1792 	2019 	0 
2048	2048	0	2048 	2019 	0 
2303	2048	0	2303 	2019 	0 
2559	2048	0	2559 	2019 	0 
2815	2048	0	2815 	2019 	0 
3071	2048	0	3071 	2019 	0 
3327	2048	0	3327 	2019 	0 
3583	2048	0	3583 	2019 	0 
3839	2048	0	3839 	2019 	0 
4095	2048	0	4095 	2019 	0 
0	2303	0	0 	2270 	0 
256	2303	0	256 	2270 	0 
512	2303	0	512 	2270 	0 
768	2303	0	768 	2270 	0 
1024	2303	0	1024 	2270 	0 
1280	2303	0	1280 	2270 	0 
1536	2303	0	1536 	2270 	0 
1792	2303	0	1792 	2270 	0 
2048	2303	0	2048 	2270 	0 
2303	2303	0	2303 	2270 	0 
2559	2303	0	2559 	2270 	0 
2815	2303	0	2815 	2270 	0 
3071	2303	0	3071 	2270 	0 
3327	2303	0	3327 	2270 	0 
3583	2303	0	3583 	2270 	0 
3839	2303	0	3839 	2270 	0 
4095	2303	0	4095 	2270 	0 
0	2559	0	0 	2522 	0 
256	2559	0	256 	2522 	0 
512	2559	0	512 	2522 	0 
768	2559	0	768 	2522 	0 
1024	2559	0	1024 	2522 	0 
1280	2559	0	1280 	2522 	0 
1536	2559	0	1536 	2522 	0 
1792	2559	0	1792 	2522 	0 
2048	2559	0	2048 	2522 	0 
2303	2559	0	2303 	2522 	0 
2559	2559	0	2559 	2522 	0 
2815	2559	0	2815 	2522 	0 
3071	2559	0	3071 	2522 	0 
3327	2559	0	3327 	2522 	0 
3583	2559	0	3583 	2522 	0 
3839	2559	0	3839 	2522 	0 
4095	2559	0	4095 	2522 	0 
0	2815	0	0 	2775 	0 
256	2815	0	256 	2775 	0 
512	2815	0	512 	2775 	0 
768	2815	0	768 	2775 	0 
1024	2815	0	1024 	2775 	0 
1280	2815	0	1280 	2775 	0 
1536	2815	0	1536 	2775 	0 
1792	2815	0	1792 	2775 	0 
2048	2815	0	2048 	2775 	0 
2303	2815	0	2303 	2775 	0 
2559	2815	0	2559 	2775 	0 
2815	2815	0	2815 	2775 	0 
3071	2815	0	3071 	2775 	0 
3327	2815	0	3327 	2775 	0 
3583	2815	0	3583 	2775 	0 
3839	2815	0	3839 	2775 	0 
4095	2815	0	4095 	2775 	0 
0	3071	0	0 	3027 	0 
256	3071	0	256 	3027 	0 
512	3071	0	512 	3027 	0 
768	3071	0	768 	3027 	0 
1024	3071	0	1024 	3027 	0 
1280	3071	0	1280 	3027 	0 
1536	3071	0	1536 	3027 	0 
1792	3071	0	1792 	3027 	0 
2048	3071	0	2048 	3027 	0 
2303	3071	0	2303 	3027 	0 
2559	3071	0	2559 	3027 	0 
2815	3071	0	2815 	3027 	0 
3071	3071	0	3071 	3027 	0 
3327	3071	0	3327 	3027 	0 
3583	3071	0	3583 	3027 	0 
3839	3071	0	3839 	3027 	0 
4095	3071	0	4095 	3027 	0 
0	3327	0	0 	3280 	0 
256	3327	0	256 	3280 	0 
512	3327	0	512 	3280 	0 
768	3327	0	768 	3280 	0 
1024	3327	0	1024 	3280 	0 
1280	3327	0	1280 	3280 	0 
1536	3327	0	1536 	3280 	0 
1792	3327	0	1792 	3280 	0 
2048	3327	0	2048 	3280 	0 
2303	3327	0	2303 	3280 	0 
2559	3327	0	2559 	3280 	0 
2815	3327	0	2815 	3280 	0 
3071	3327	0	3071 	3280 	0 
3327	3327	0	3327 	3280 	0 
3583	3327	0	3583 	3280 	0 
3839	3327	0	3839 	3280 	0 
4095	3327	0	4095 	3280 	0 
0	3583	0	0 	3532 	0 
256	3583	0	256 	3532 	0 
512	3583	0	512 	3532 	0 
768	3583	0	768 	3532 	0 
1024	3583	0	1024 	3532 	0 
1280	3583	0	1280 	3532 	0 
1536	3583	0	1536 	3532 	0 
1792	3583	0	1792 	3532 	0 
2048	3583	0	2048 	3532 	0 
2303	3583	0	2303 	3532 	0 
